IDNAME_A|DATA1|DATA2|DATA3
A,575|17.2173031229||-9.22553473561
A,458|-9.9354832069|-11.8532659957|-35.2377857767
A,164|-8.39051892349|-23.564161875|-32.8207802308
A,254|4.74733261117|30.800024585|16.8722917298
A,487|44.0400480617|-44.8155686272|-2.19625024545
A,313|23.3328282461|34.7623655454|32.022662117
A,472|-37.1905255517|9.21832637238|-34.1369897412
A,928|36.1940521366|-38.8426872708|1.80741894382
A,214|37.1607810363||-45.7895431175
A,218|37.6877640772||-33.8090254138
A,969|5.82425496339||
A,120|||42.0432795933
A,682|44.8575952321|-38.5366207963|-8.07860262031
A,028|-24.39675002|-38.0416454276|
A,192|5.93347160389|28.0174979071|4.00420187325
A,050||24.8402499694|-40.8614709687
A,890||31.9318546038|-45.967909086
A,452|-45.9191482621|2.38373751851|
A,828||-9.08750995326|47.0187368276
A,034|||-7.30149330453
A,816|-46.8108661082||
A,783|41.4880140404|44.7973938016|-27.3242926004
A,406|39.3048173058|-7.00968894934|-12.564206077
A,807|41.4584535012|-1.23135853088|43.3951145167
A,819||-16.816100842|18.9238931457
A,763|-9.65749299396||26.9029714004
A,657|-44.6773312774|-20.812392552|9.78778946343
A,387||-44.8719734299|
A,723|-0.0712816497145|24.0543765062|26.0061567827
A,784|4.32154814648|-12.175236579|
A,803|-14.482043694|33.4405568163|
A,644|-47.3647353566|40.9689447305|8.13815450972
A,289||-5.32010294856|49.4570742591
A,558||-34.8321136791|-32.8010506458
A,530|-28.2318156419|7.28399085924|-10.466778313
A,627|10.8498876727|10.8690731938|7.14193081337
A,353|-29.2549340762|20.3715410331|8.04871581761
A,727|-24.7549016011|44.4875663666|-18.7012446425
A,420|-12.2855731823|32.2923680141|30.7643561994
A,450|19.9493145306|47.5121313755|11.8531305815
A,121|38.3244031003|-42.4356686333|19.174667083
A,679|15.5444489476|23.2704705457|1.48354990753
A,170|13.4467309905||9.89945726483
A,443|-20.1559074632|19.0015272826|-34.3018410646
A,529|45.436748592|-12.7356295794|2.60987084969
A,444||33.7741724117|
A,780|-40.4707202044||
A,270|-26.5015217581|-35.5448618975|-49.9768890049
A,277|-27.8751534559||37.5825399212
A,464|16.3926341932||3.88274169982
A,081|10.8223779123|-36.5126827328|-39.8306147476
A,043|-27.5551942408|-34.9296155528|-7.49678866868
A,863|42.5511375563|22.5199152812|-44.5849236679
A,595|37.7548885339|-42.4956134972|
A,562|36.327215304|9.17119470095|-0.315012495542
A,113|3.54505268578||38.027717047
A,430|-36.7333984616||-32.3602680794
A,619|-35.3689894849|38.677138159|5.05473246432
A,375|-3.46592318953|11.6517395571|-30.3957433092
A,766|37.6360186612||10.0356014265
A,486|2.30155097622|-46.1551441078|-26.3869076558
A,831|0.333373201821|11.0539370158|-28.1953828078
A,822|-48.6922362281|25.6420662714|
A,564|8.5150722677|45.6336108773|27.685723192
A,143|-31.3965559109|17.3729084827|
A,672|24.6981878811||21.4141395258
A,167|30.4556239922|-36.7852626954|
A,210||-24.9859459141|-45.0104228467
A,858|-27.4360853737|30.0415332493|23.601161868
A,847|22.5348332099|-40.0454909031|
A,419|-49.1394772357|38.968553624|15.7977508956
A,173|-45.920305129|9.63010825192|1.42065405609
A,709|-36.063893203|-15.8509387218|-3.47106685935
A,266||3.79847875823|
A,993|0.41483941194|9.57835535546|-22.2065451853
A,238|23.3818316281|-15.1848529404|
A,042||5.82044048324|19.4147882851
A,242|24.9152476826|16.9826935511|-32.1323074213
A,243|7.72982005277|-22.2325842705|18.8274731977
A,343|25.5498517063|-12.7610153892|-32.5714251654
A,883|-4.31828139497|-34.113223717|41.308807286
A,904|-37.2775715198|-37.0119523722|
A,916|-16.5930915513|-44.1996980764|-17.0041524064
A,915|||-9.4994204258
A,606|3.4583476199|-1.2930022063|26.0925884099
A,463|6.95439954517|4.31862580598|
A,024|-48.142805027|-21.016326708|
A,462|9.02077946681|7.37888404301|39.6901115262
A,138|-43.2874123818||-42.9134066881
A,260|38.2073685726|29.1690383229|18.4282001207
A,263||-2.02750766111|
A,056|15.7449065631|-23.1509410089|19.0501877413
A,520|31.3251557284|-19.227247894|
A,588|||-8.61383073689
A,527|23.1312121296|26.8856979015|
A,976|-45.8040413321|-44.4123361261|-14.089209696
A,029|-11.6660216106|10.7163186412|-13.8334537078
A,494|33.204950013|33.4337059534|-25.0404385476
A,269|||-25.7391880708
A,475|32.771504956|22.0452120602|-30.8657330481
A,471|-17.6811312221|-44.0073229276|
A,357||-37.2627157458|-30.3849827831
A,760|||-27.3058291014
A,742|-22.6242842197|-8.16770821951|-36.7375751676
A,622|19.2057873478|27.9597880991|47.8820525589
A,895|||-45.0156056616
A,586||-45.464943158|4.05579133293
A,567|-47.3292025468|23.7755614876|47.2073488942
A,950||-1.08279406857|-10.8075420051
A,136|-2.89971983525||-45.0720202682
A,542|-3.36905228115|23.2226537392|-10.1743269468
A,714|18.6702975684|19.5126672419|26.5798633764
A,240||-26.5587901599|
A,745|-13.6050413521|-11.1147554465|30.2215267102
A,344|||-22.4764017255
A,129|-12.8742079257|21.4850795979|-5.847433208
A,708||41.2769269612|
A,662|-13.2332860559|-37.8674820329|43.3330702177
A,841|||31.904671958
A,614|-11.1205971813||34.2819306213
A,418|-35.3270968844|-29.502976885|
A,700|18.2526956369|38.5539972993|5.13242446253
A,426|-6.27760919418|-49.1174598498|3.99574137547
A,100|-5.41314167551|-26.8065276623|13.8425394694
A,842|-38.447591229|36.7754849783|-39.8872330377
A,654|-42.2721479629|10.5600617838|24.2965032937
A,580|-43.0697061479||-34.7288411185
A,292|8.51199418474||
A,094|||-4.11676167094
A,936|-2.44588122427||-43.268163564
A,333|-44.381750118|35.792349016|-1.14112992153
A,551||47.2742321303|-13.6594118922
A,975|-15.1473603935|41.5742880233|41.7224826908
A,183|49.498480554|-37.8039226487|
A,386||2.66538217051|46.6964589105
A,401|38.4690340785|4.99786053144|-47.7676085294
A,338|4.21643837609|28.8230237344|-46.5669914296
A,355|-5.22817531683||46.4479862826
A,398|15.6571899682|-25.6752284109|-38.4619555436
A,180|-8.28887369721|45.3223718141|-10.6645744054
A,781||13.198689403|
A,251|||41.8601165984
A,924||20.6192460746|-32.2274094839
A,821|21.0539792249|-19.028881566|
A,073|-6.83754664266|-24.9900573725|-10.061410866
A,959||14.1116352748|
A,326|0.242961439831|33.7960164863|20.1468031318
A,348|30.5504805501||-37.8216790966
A,774||36.4353050356|-7.56299639076
A,362||-43.1101250841|
A,025|2.83965996603|32.5279170236|46.2895354619
A,365||23.8197491906|
A,075|-21.4282493973|-6.20066329469|-30.9519494739
A,200|-35.3492858782|-35.1933863189|37.3360691871
A,323|-22.0767698388|23.7027337276|26.4459502373
A,949|43.8004446019||-42.1540511011
A,813|-25.7322649664|-22.6574742551|2.87019586016
A,377|||
A,303|3.28170774997||
A,613|-28.1662677429|43.8033245339|-11.126746694
A,641|15.2240891042|8.29382340472|-44.3661626425
A,017|10.6242165804|7.07911441383|12.504555944
A,033||25.0464530573|7.67943359496
A,076|-43.9151320798|8.99181965934|3.52634930754
A,321||23.7422048069|21.0856728174
A,522|2.75479815305|-45.8139150137|-4.56315220486
A,703|-46.2638261933|5.11692250786|-27.9022548369
A,615|-3.96866159153|22.308256292|43.2277342248
A,040|-44.4035266962||27.9522411627
A,009|-37.9889313578|-41.6465336876|-15.8690177357
A,442|34.7795679119|40.2010659159|-0.976083309213
A,439|3.9714204044||44.2009488107
A,528|-9.86563216222|-31.7619411686|25.759568717
A,553|16.433135143|47.908505062|-41.0364247984
A,680||6.4833119858|
A,563|-18.493913032|-13.305087879|
A,526||29.5301862436|-6.69519864786
A,084|43.2899761051|-19.4501479607|-4.55177110068
A,295|||
A,027|21.793089038||-36.1082875483
A,764|10.1784837022|38.5151779109|42.0778214532
A,585|17.7165952808|-38.995036144|31.3021048846
A,686|34.1974088589|5.58485163541|38.23634482
A,155|22.7018954465|43.0813544563|43.6751739351
A,968|27.6505547063|-33.0076634004|1.18666934542
A,666|-5.08441243819|39.5522810658|-43.0494276439
A,345|23.4407868894|-38.0662439612|
A,559|5.55999573817|45.8648973912|-17.8134451107
A,607|-9.11507857606|14.7677106546|45.4137215476
A,519|31.8524901167|10.1016109042|
A,467|37.7915003723|-8.19619008854|-25.3434292647
A,317|-35.1900858465|45.8647005727|
A,620||-5.29292910622|-13.4884177395
A,939|-21.1727474717|17.3625418284|-32.0729008038
A,987|39.8390777059|-34.2697024711|-37.4333779808
A,647||32.0802828861|-45.72990499
A,451|-13.2417706528|-19.5328047796|37.2793447877
A,696|0.636560774474|16.6668039237|
A,478|-18.6768535604|-13.9489919948|-6.03867890956
A,087|||-49.7873087032
A,830|49.6387446026|-9.47167846763|15.3066402956
A,719||-43.1429911439|21.0983527632
A,448|28.5129711923|13.9030232419|26.7733970966
A,280|6.48758695883|19.0840386125|18.0006714736
A,980|37.9294370383|11.7210404417|-25.7101261697
A,000|-37.3850226973|-44.3023723531|42.5825423006
A,489||48.9866541519|
A,318|-25.7833102707|-15.5954532438|28.3059442901
A,799|-8.76740020462|-24.5477022295|18.7385107903
A,427|3.62595691104|-5.36672051625|-4.90246619352
A,109|39.6861260763|-12.7128966055|8.56855921257
A,391|-33.3292520006|-32.4872539328|43.9539183547
A,898|5.72000670196||10.4276285323
A,540|-44.4042503679||-15.743325582
A,571|17.6302852163|-14.7867584296|28.3028381348
A,091|-19.1664317862|-38.1033506249|-47.4705611565
A,609|37.1423297308|-22.8131038034|30.9520569066
A,351||-16.8161935336|
A,006|-33.1052556725|-5.84739510031|-0.990725741626
A,981|40.3472382237|12.1073193931|12.7956896426
A,940|40.3590134161|-16.6860652864|-34.3848216723
A,963|22.529047835|3.30563723204|
A,517|48.2099154004|-33.8423804578|-17.6274256909
A,378|35.7550874808|30.3935913527|-42.6300968575
A,347|-34.1504984551|-7.72569796492|-49.0955887887
A,557|-46.0750926059|27.0323213077|
A,737|20.0888226164|-7.14799440194|6.44676434113
A,849|-19.3079244217|-43.4669620757|-33.7838241497
A,380|||25.332994127
A,423|-14.2411193947|-17.6100824456|-16.0638510339
A,241|45.7976745199|39.3253172299|32.2066633067
A,967||43.1691262319|-13.6705479678
A,505|-30.6074845762|10.759651717|38.4081411892
A,808|27.9333389641|6.10852308912|40.4415828094
A,566|||33.7433217594
A,689|34.3595947158|-42.8450704787|-36.7789445026
A,954|40.2626031624|35.8016808593|9.81564358653
A,885|-5.59423092532||-35.9692797395
A,314|-1.76059255126|44.948222887|
A,130||-49.0296188504|-27.620050099
A,652||-21.1632985157|
A,140|-2.38825343852||-13.2271178644
A,074|22.9543743277|-20.1298046716|44.8748002622
A,460|-40.4216309899|32.4900394914|-15.5054172248
A,900|3.70093953394|20.450992094|-28.9556411681
A,832|31.7868480904||
A,337|-2.53784639133|-7.99126424873|9.52191326749
A,400|46.6013609088|-32.9814330953|32.5882040885
A,973|||-8.02972597506
A,746|-18.9655558056|41.454812239|32.3206232293
A,003|-37.5685318332|-40.4797440075|
A,454|1.18190311428|-26.6478270561|40.2606475828
A,532|-37.1034279196|15.4885768259|
A,328|-24.1019902723|-5.76587721049|16.8595709253
A,772|33.1670545791|20.7005706174|30.7247776535
A,695|-46.9628803979|15.1879346713|-16.2014698946
A,142|23.3155368628|1.12428840433|-42.760999569
A,809|48.6221564895|-10.8347506276|-31.0542114454
A,354|43.0153093994|-28.5302316692|-48.7946235136
A,991|-5.65415994918|-41.0940602146|9.27948686967
A,817|-13.5476767837|30.5990192977|45.2825983829
A,854|0.698496740029||-30.3345380927
A,278|-0.321219199457|45.4106922722|23.2918068072
A,573||34.4156029854|19.2035952951
A,796|31.0885823723|-17.3782614033|-40.2250240057
A,031|45.9123538375|38.8559914392|-41.0702701687
A,177|42.4568930601||-30.5311199812
A,366|30.9123805418||-36.5271741205
A,178|-30.6463094338|32.5290942961|
A,728||20.5527356606|48.4546010701
A,887|37.3709066466||28.1374799219
A,477||-1.54261264284|
A,827|-22.3636902842|39.1286032912|36.2308411661
A,897|40.5423864211|18.2715307778|
A,524|-20.6286039458||-42.7869707412
A,945|20.3936587768||
A,791|-17.9901089522|-40.5278809373|
A,363|17.293015696|-16.5961989329|-7.85804887012
A,485||-44.666785842|-15.7902663842
A,298||31.9609387293|-25.5004339347
A,598|-46.3524064732|3.07543280305|30.1663008686
A,220|-39.6299326804|-27.5533038132|-16.8287622125
A,296|-36.7908422024|17.0360679579|
A,912|6.48457169245|-27.2351830685|
A,805|-18.3774202553|-45.4696955103|4.31111413227
A,554|28.7151603821|-39.9249079202|46.9315401758
A,070|-37.0741342105|-5.64082365175|-6.74426501962
A,806|23.0140016176||28.390015472
A,154||-28.8731186916|-27.5149864863
A,086|-19.6902412045||12.5278881205
A,373|11.6739197631|-20.9557168483|19.6661931943
A,623|15.4906898291|23.7248065227|
A,597|-40.3044880372|-16.709752068|5.2668739911
A,908|10.1550177858||
A,137|-44.3461526713|-21.095629773|27.9718701659
A,036|-24.0060712263|-45.8648138715|-4.9083237896
A,857|8.36300406222|-3.56027738548|
A,725|-10.6994965127|-14.8936193121|4.71810813434
A,011||26.373174997|-1.0718821349
A,639|-4.91711304197|-39.0637643419|-30.4051886878
A,590|12.5387946057|-26.2264702103|-21.4783330211
A,271||37.3476931516|-4.79961454836
A,069||-19.4517224018|
A,891|-45.8164198495|-39.2780298306|34.1731994606
A,637|38.6337116384|31.9631682599|26.1562403558
A,250|39.6713481709|-8.46026562422|40.3693097046
A,497||-10.8162527664|14.0774645102
A,061|-34.4760860641||-7.41907021901
A,698||46.6130367975|0.391607487691
A,466|-28.0060258236|30.675975179|-44.9793063309
A,951||-3.65330613498|32.0795628657
A,502|13.7401294583|20.9532529971|
A,931|-42.4173084157|21.1127952342|48.989690645
A,798|1.22571326726|-16.6765831156|0.18617480731
A,148|-18.1631527668|30.1537808311|-8.23578216586
A,067|19.3990424459|-26.3363374119|48.3831888033
A,252|-10.0477201084|9.17638685153|
A,501|49.8610592085|-39.963063516|-36.0686463338
A,191|25.3445944687|42.2899036975|48.2103994621
A,659|||3.2622514935
A,871|28.50416742|-10.1707815404|-3.19094544895
A,311||-47.8965537917|16.9775581305
A,339|6.43679727634||
A,041|||-42.952173021
A,334|28.0773494562|27.4940496023|-23.7937560119
A,258|-28.8633764411|-20.1845954649|-11.3365760633
A,016|||-15.6974560964
A,196|28.8000305705|-28.8880528071|3.31430046217
A,230|22.2184173899|22.9470897742|44.5003504764
A,433|||-6.51109068835
A,779|9.67856480635|4.70360811465|-21.751363119
A,707|-23.2466242037|-1.30535286661|
A,776|44.9856128774|-31.2899845223|13.107243582
A,610||19.7792354592|-34.6697278517
A,359|-40.4515530448|20.0656431213|-39.0826425249
A,787|-20.0878150414|36.159248922|10.5559952539
A,509|-48.0601549941|18.0671194971|27.1377468112
A,197|-1.94314074335||14.0965704583
A,098|-48.6184998273|-7.76464797228|28.0925084089
A,235|-22.1063968362||31.2831326111
A,012|30.4093541502|-3.19792671753|-38.9920021317
A,889|32.9739646483|-21.4428121878|
A,925|-43.5497103916|-43.3576177184|5.63469732354
A,669|25.8918382457|16.5120330707|
A,710||-41.7593686928|
A,389|-41.9307672407|-5.75324232352|-23.9605045784
A,971|||
A,855|10.9963028801|5.54057607798|-42.0857376789
A,506|-48.0995538356|-25.1163281176|44.8381210226
A,037|-20.5154923364|25.1783591305|31.660282307
A,521|-24.2946005002|-16.4048852767|28.8233398867
A,592|-44.1587427428||-31.2855521845
A,236|24.6329666775|-5.85622911243|8.32567931877
A,958|-18.9880188037|-5.56166235073|48.8732960202
A,642|31.6679661529|38.4936382461|-11.326319294
A,856|3.16276813869|37.8737390367|-5.52020098713
A,933|-35.8970351089|11.1002965716|
A,105|-11.9787817126||-15.5450609168
A,441|||-47.2620290646
A,851||-5.23723556787|-4.24704972597
A,346|-26.4941915801|4.37653345942|
A,591|16.6088724554|22.0440417913|6.21013529164
A,001|-44.4436977635|-48.4116139367|11.9663253348
A,660|-3.52515767748||24.7710056082
A,845|43.477098941|-25.7178209294|19.8044439175
A,085|28.4075854366|12.2249281307|
A,909|17.2764957403|30.3391490908|27.4207633925
