IDNAME_A|DATA1|DATA2|DATA3
A,691|-11.2947210628|-6.15303215797|13.1288217053
A,191|20.1497848697|42.5400295516|48.0662096216
A,235|21.2347408208|7.13862570081|30.2022172099
A,106|||-25.4493721779
A,854|4.84704953018||
A,481|-30.829842299|-25.8456225414|
A,966|-8.3397383799||
A,031|-19.0023535743|49.3036404378|-49.3875588183
A,057|||
A,715|||46.414505675
A,209|-47.3912407399|-29.9117967063|34.637912978
A,363|13.1647648963|-8.40595307425|-41.9553314775
A,176||26.532471554|-21.1894927127
A,077||-26.6973079436|-34.0388576793
A,898|7.43583518151||-0.279477786518
A,225||-27.9430016792|
A,441|-7.13934110778|-13.9050418157|42.2671511974
A,135|4.01669885754|-16.2709688693|
A,526|-48.8124228519|41.0131438235|-41.1020628538
A,938|-32.5694665074|-18.3533029276|-38.4034087054
A,163|-23.0241582495|-11.2160685553|-12.881353188
A,945|1.39225281988|16.3483556275|
A,887||-44.5195141001|26.1937754331
A,425|-31.3807504309|16.3040365281|38.5772301006
A,960|18.5209396652|13.7853895171|36.0860621645
A,407|19.0114209634|21.7461628785|-32.2752868845
A,166|-35.2554658137|-35.2468731561|-19.6830507581
A,696|-34.7163274906|-21.5296401142|-27.0844449892
A,223|-0.528826908174|29.064883462|-20.824494441
A,232|44.8973458159|18.1586388674|-15.966198887
A,062|37.0545705379|32.5158764273|49.2796900435
A,826|||27.4380172556
A,210|-32.9757503212|29.1565599479|5.96136437298
A,175|-19.0074303842|-0.480655694683|45.145526463
A,372|-34.9424314312|18.8624177937|9.33811945658
A,967|38.3105385164|-33.4215776933|-11.1714051399
A,903|-31.3122226226||-43.1642435526
A,866|26.57697783||
A,582|30.5758920715|7.09369742733|46.1372324716
A,165||-39.0501706917|-11.1484376463
A,551|14.5678152993|-45.5405094922|22.7707062164
A,394|-21.761040657|-22.7715620883|39.3538220411
A,990|||
A,354|-16.4197782361|-9.18581512318|24.3198796845
A,913|-40.6609259394||
A,078|20.9793391141|10.8694267796|40.8905122131
A,724|-47.2633903696|-28.9836954936|-33.1650275527
A,186|-25.7215258536|-37.4711649123|33.9501667126
A,644|23.4954125468|-16.9506035957|-13.8675281572
A,815|7.87274823565|3.11734441612|34.8487259446
A,772|30.2126599668|-0.802237539862|46.7277110678
A,500|-40.0488064373|-16.0132006323|35.7640121067
A,430|32.2395716818|-1.91999288275|-2.92336044391
A,346|30.4781026354|-12.9273630549|36.9651180722
A,103|-34.6454586273|40.3556876832|-25.1231347586
A,579|||
A,872|-37.6962164179|-4.40159961783|-49.3665561799
A,784|-12.6562461448|-41.6790828591|38.831382471
A,751|-19.0550171929|40.6375959878|17.424884084
A,331|4.95105529902||20.8323765009
A,865|33.0021923947||-42.9054430033
A,631|-31.2302814522|36.9223982884|
A,087|-21.8525732952||16.36983965
A,874|-30.6064308902||32.1037483825
A,128|27.6101923393||-16.5219284242
A,975|26.5092990306|31.8039878388|-13.8736433922
A,835|-3.29432871643|-25.0395398909|7.97253041293
A,399|46.8871888684||-23.9998234339
A,743|26.4703309847|0.027129741527|-9.0617497006
A,124||-12.2370580837|17.9700428539
A,083|-5.27304183779|-31.4765670237|20.5082015062
A,152|-13.7128888026|-32.284200195|34.6126332
A,803|13.5499039619||-41.3073044953
A,796||46.799235395|19.6320006407
A,921|-39.529053859|8.62930836907|27.8914631436
A,567|-26.2896773806|-40.023549453|5.6243176224
A,069|-42.1162175215|27.9081999483|4.68039487398
A,001|-12.5079624302|-4.23906585551|47.3155780497
A,010|-45.7203304658|-11.1061502652|-45.7199703924
A,923||37.4186901545|-42.1410079015
A,545|-6.3238510526|-42.3109123168|-26.1576166799
A,424|-6.53722227506|17.9942221494|0.412734323648
A,602||-15.1969791468|-38.337872184
A,417|-33.5192882925|-33.2611046924|37.7814755817
A,671|22.7086847209|35.7129842178|22.9153229719
A,767||19.5391925135|-9.29329387343
A,456|-2.49195394287||29.3498501814
A,021||33.4750070439|28.4356967258
A,789|10.4266242386|-37.6992615968|-46.4082499285
A,867|-29.9578951405|29.8385040277|
A,348|1.43668459183|4.7945980605|-10.3940855381
A,935|-47.0921573531|17.3118508905|14.8796724007
A,432|20.6101615728|-28.8122059705|20.9441280764
A,196|-23.3889300324|-24.2258305301|49.0868733336
A,395|23.5499602186|-32.1101657548|-5.30143854745
A,144|||-28.8455306848
A,781|-26.8745509333|49.6473021025|6.26431260326
A,143|3.57050886662||-13.9197283436
A,930|17.2566126442|35.1036228538|-9.00668236971
A,951|30.5231517962|-12.0247275097|
A,266||-49.5926711262|48.9367094955
A,205|||
A,908|-47.9356673204|-49.1351207795|
A,870|-22.4436656416||25.5737314994
A,120|30.306677961||
A,474|-43.6568099629|14.6209969543|-16.3671578248
A,570|-14.0211930962|-30.6908667277|-11.6178574643
A,110|3.43087728843|21.8481567655|
A,707|-9.73796226774|-46.0845780395|27.3377979415
A,054||-33.5827196567|-47.9812235544
A,114|16.6545441271|-37.9855154206|-0.205897006029
A,577||-21.8067511641|7.90533783546
A,330|45.8003228373|38.0695434944|45.1110644085
A,454|-39.8134945387|-36.2036027314|-18.0155879797
A,318||-29.159484878|18.7072946018
A,089||43.8184879632|-22.7331471088
A,224|-12.1549726138|-34.2171145608|49.1079832779
A,931|16.6098617653|-34.4789620433|14.2765324246
A,364|19.8801070614||-11.0950986708
A,261||-37.6859061019|-35.0427777373
A,237|30.9086080244|-3.32604148659|36.2317020771
A,035|19.8341449124||
A,988|2.13575147318||27.9388065169
A,984|-2.31747016951|36.8328763729|22.5420380474
A,894|26.0433845154|26.0086609443|39.7651752885
A,708|37.4070075066|-11.6521983428|48.325274892
A,506|14.6568285636|42.7714689806|41.2356428793
A,706|47.0988714468|8.81133170763|-4.94412177782
A,243|3.1209907127||-29.9076345177
A,571|-32.1460729344||-25.9558692186
A,614|27.3665939486|-19.5827262781|-8.6489461816
A,453|-31.9271102786|-27.8027038589|-43.674736265
A,015|-28.6981178504||
A,555|23.3592421127|-4.52198063897|
A,518|16.6036596141|33.0932647027|4.59850001255
A,467|17.1755850826||2.10600032153
A,470|-12.0357120131|34.6259088441|-47.8631116947
A,489|-26.6502371326||
A,973||-47.1865583731|9.6745075838
A,699|46.9455394117||33.2607814721
A,361|-12.8591183466|20.9998024408|5.33092606425
A,821|-13.3682266119|18.0382064743|
A,535|39.1789265865|-30.6516736049|
A,541|41.9347748895|15.4792551523|22.4478568804
A,367|28.1501332406|16.3456381265|
A,024|40.6695362778|-32.3821738991|22.933169954
A,222|23.7384828836|36.4223664136|-32.2127160782
A,588|-2.74898214367|-6.16619689979|18.3008491689
A,755|36.824042357||15.2888503364
A,435|-4.79578252992||38.4018748847
A,540|-39.4879354731|41.8871733487|41.3534933344
A,098|-14.9374420976||-19.835051533
A,958|10.2479571842|-2.11733127615|19.8131161882
A,578|11.2923098118|-2.92924353763|47.2130073078
A,371||-15.909876231|-30.0050801074
A,790|-5.71142214494|-40.0153277218|-48.4331325964
A,764|||2.6930588852
A,817|-39.2610372086|-7.732302832|-1.04870991754
A,465||-4.56674974828|
A,438|-24.185409169|-23.6825561115|
A,846|23.4191079069|46.747572029|-48.2538510622
A,603|49.9768570761|-26.8859689452|7.17354948899
A,553|5.01168227295||-46.4634553728
A,239|-20.54955318|33.7369495417|-23.3476324453
A,134|-33.4113170695||-37.8552902438
A,922|32.4579316045|36.7619353902|33.4794918306
A,520|5.35107680361|40.5017301313|
A,376|-11.4822133822|3.09931379564|
A,710|-3.47526959929|8.50732894351|-23.3433156221
A,339|-38.8752847252|5.48630866662|19.3403868656
A,868|-49.0393413913||-37.1355317886
A,536|||
A,583||-35.634626541|-5.51436676608
A,368|38.5964958211||-20.5109675158
A,830|-27.3761977543|34.3681710303|-34.5747870305
A,053||-27.3294681912|-26.0304406573
A,954|-28.0377619838|18.3830932825|
A,383|13.513778612|25.763488308|-20.1961727222
A,660|8.53332394062||-11.0519575208
A,996|-30.0129721595|-29.5831210092|
A,942|24.4386164862|24.7698682493|12.5846188889
A,388|-45.1139199288|-24.3582983372|33.0114583587
A,901|-1.76031679738||-20.3140047633
A,160|-13.1995881355|-43.8878991271|42.9995283377
A,505|22.2798895472||-16.8569009527
A,765|-6.98953129057|-16.5674248513|
A,971|-3.25703892297|-41.56700662|24.609992855
A,737|-28.4807916968|-3.98486146624|23.9394747304
A,458|5.06674593174|-26.3990253263|-15.7806307281
A,524|48.0383889341|-3.43598142918|2.22488029803
A,276|22.2787870471||-10.878323842
A,195|-40.2520487995||
A,726|12.3779368888|-4.66245361498|11.3325317847
A,654|-40.7126614561|23.0183935226|-15.2667170456
A,857|-36.2209864997|-23.6114182259|-3.56404237587
A,795|47.8008192063|1.03717950234|33.2379773114
A,994|8.97879889102|47.9951488767|35.451364509
A,202||39.5555645566|24.0553206878
A,668|44.6169779054||
A,279|-28.9892590929||-41.4360979961
A,745|3.38046474751|44.8127599492|3.2842674535
A,641|-19.3540282598|2.95953037902|
A,741|18.3908105402|14.7391147052|36.2659552368
A,776|29.5092531301|46.3400815521|-29.5824104821
A,902|-34.970264859|-12.2756936767|-28.9737401398
A,336|35.8468586471|-38.7084175183|29.9841941157
A,360||18.3136272577|
A,674||-48.2641712674|
A,634|27.7649867989|44.920951343|-33.1888986815
A,215|-9.52016013175||
A,231|38.8004707376|-46.8658875754|9.26880048465
A,262|16.5433474497||-41.8379079723
A,274||-32.1941067593|-14.8756763114
A,008|-15.2203385372|40.073310004|-36.3752966497
A,525|-5.95401324308|11.0325124601|-34.1795957633
A,097||-48.9602233055|37.3659643552
A,320|||35.0758672147
A,978|-13.7519898507|-18.9550622371|37.2093069423
A,270|24.2510614032|-18.1398564701|7.85387705151
A,760|14.409287412|-38.3677838501|
A,095|45.0092592601|-14.800547189|-23.1616974457
A,313|37.1322430116||
A,174|-44.26526348|7.09712774904|-24.6967248646
A,968|11.8590345592|25.0288598528|-19.1366201295
A,620||4.12241219983|24.7224899495
A,593|6.32308677513|-49.7255892824|28.7727689558
A,839|47.9638180444|-20.7595705048|39.966343806
A,216|5.13597645132|-30.9862313908|-48.7094366514
A,768||10.9495938416|7.61315417449
A,194|16.5697777398|-35.8983171791|11.3411164658
A,653||-46.5379110088|
A,463|-9.88525877385|-44.2621081873|-27.1845436294
A,586|19.0792179638|-31.5692234397|
A,405|15.9238063965|-31.2816613349|
A,460|-14.5043679219|12.3596131106|6.44333691601
A,063|6.03578305698|17.1965743192|9.08601551866
A,027|26.5803953723|-24.9756840595|1.19675669171
A,211|-41.9174467387|4.99139993165|-1.11071601017
A,317|-44.2423219958|6.72728455841|-17.7268771653
A,989|-33.8128084886|-45.4458603794|11.6760431604
A,020||32.7362198153|47.7794837021
A,434|6.83783615459||
A,837|11.6219473902||-26.7380426236
A,591||-17.0358097263|
A,885|-40.1088465444|-15.7131237491|-15.5179372945
A,587|-4.76361178291|-41.2250343043|-33.1308672044
A,783|-46.761388699|-16.3964510061|-11.0227693045
A,744|48.6543193643||-6.70779352113
A,878|-1.07846061698||-9.86769576049
A,993|-32.5718312165|18.157361456|-3.83054802091
A,258|-27.8936848646|33.3450247155|20.8965420321
A,915|||
A,759|-3.84072644404|-30.9902458595|41.5480312615
A,218||11.2655525153|26.5615553735
A,638||-13.4547944505|8.56053937145
A,440|34.1025468039|36.4453645111|31.0635374257
A,464|22.3190333447|-15.4765512176|39.3279408668
A,845|||10.8773760492
A,410|-24.160845762||
A,679|-28.2799251106|6.90205009892|
A,819|-16.340416477|23.498157492|
A,517|-11.4999023725|-49.5417057331|39.1812995889
A,240|0.119830379486|37.9273746711|33.7169075313
A,349|44.970901047|27.1555845695|8.9278725819
A,319|13.9561702044|10.8036557917|-40.0486075777
A,693|||-32.2836083384
A,970||-46.7750370118|19.6177016556
A,230|-46.3079366877|-30.2996117521|13.0112022087
A,664|-48.4335484193|-25.3121349372|32.0911674849
A,601|-2.94293817383|3.76973283866|-38.3364254253
A,645|-31.6415380436|34.0255042425|6.9201346249
A,886|44.3106441593|-31.6482618937|-25.7508060624
A,573|-7.59093119855|-44.7818792587|20.8844048642
A,213|6.74038363566|20.5337070724|31.926671631
A,208||0.420821074929|41.3927923333
A,074|-22.2129871743|-33.6085602471|-7.93448106478
A,734|30.4655898515|49.561698111|-10.3715520312
A,807|10.7092292246|-6.72556401172|2.03937716483
A,648||3.77339684937|-13.9673841294
A,411|-35.7055843658|26.363394872|-40.4825706078
A,473||35.156522512|33.1614947679
A,888||37.3431348601|21.0507916018
A,220|16.4865024755|28.4959478851|45.6654147253
A,575|7.11465154358|47.31561105|25.1243392276
A,019|43.5743403623|33.9125263432|-2.312676471
A,207|-49.5404485833|4.37590378584|-12.2780021673
A,947|25.2516855174|33.3867582858|-35.0519907464
A,769|41.849652086|43.5596290736|13.4661543434
A,778|21.2921850251||-15.6372680455
A,370|-7.2151358086||5.94416672164
A,315|-23.8418881926|-6.63690944138|20.7213769184
A,071||8.32680990901|-9.1721099423
A,557|25.7690472322|0.470768572469|-22.99310713
A,852|-1.80993574159||
A,594|-44.0649341997|-4.22066171649|
A,957|-40.9360873062||
A,285|-24.9410466306|46.1927262901|-46.3408146867
A,006|13.5094415917|24.0379482256|21.8012994004
A,378||-34.3408301725|10.5364590737
A,283|-31.115859298||21.3203826209
A,436|-31.0387943878|45.44945089|-40.4718936988
A,956|-47.1512459912||
A,740|20.3938159619||
A,390|37.5235427533|-13.2385922009|
A,490|6.40578499939|-9.24841021175|30.8822313689
A,178||28.8849025525|-14.9301421486
A,146|-39.8053901454||33.1833454993
A,893||40.8878284959|-4.65758275195
A,848|7.58275123155||14.201740007
A,362|-15.898857326|-41.4141767504|
A,698|||36.4342241308
A,025||-5.71401221506|
A,448|-18.0476483209|-4.1023510877|21.8455176357
A,280|-12.7584940434|41.9759694145|35.4800320631
A,180|5.53764325143|-21.3824207716|
A,672|3.89819970769|8.226403075|-20.5623095078
A,503|-23.2675276027|15.4270194441|-47.4192105995
A,504|-39.6713086343||-25.4835733195
A,091|-33.6354943628|48.1494166784|
A,459||48.6100758772|32.2533211853
A,104|-49.2461302013|27.5630369425|
A,611||30.4879743851|19.7091251861
A,119|46.4083493726||47.4777449362
A,972|-40.3265253059||-47.813858555
A,716|-40.7957570245|-47.9474089969|
A,352|16.2015131066|26.2385275775|
A,064|-18.5121400823|23.3085287457|6.62569792561
A,950|-49.5098696575|19.3919400337|12.057174487
A,105|12.2061966266|-40.8816583082|
A,501||-18.7677362914|-15.6717295697
A,142|-14.0102018077||-16.9672845059
A,221|-6.12859368512|-43.5194978223|
A,267|36.4100216074|28.7543997397|
A,082||-47.8663686875|45.7226173329
A,509||25.9016327463|-9.80652503672
A,478|8.64314780499|-5.12730234086|29.5269575604
A,546|38.0226256319|-16.924894965|-22.6276832161
A,907|-21.5550428617||-2.44764346521
A,544|41.9585771645|22.5015039531|7.38416526868
A,254|-29.3482842788|28.0535064301|-32.3877142608
A,409|39.0977271257|-27.4117219708|
A,983|-33.8791305992|0.822744128324|8.80052463365
A,639|12.5871703056|-3.89639061065|
A,663|-17.0792222717|36.6862549066|
A,802|-3.20012025065|-44.4283769551|
A,189||-28.4041570105|
A,657|-19.9721524213|-36.7815640721|39.4102357948
A,157|28.142751967|22.4437084103|
A,455|-21.2622325909|-27.05214264|
A,462|28.9896244659||-17.7406229125
A,382|3.82754111586|7.45995289304|
A,683|49.8793642165|38.1906575067|-41.8560868741
A,155|16.127476513|34.3050639104|-24.1214353106
A,598||-12.5783812147|29.4389651323
A,629|-20.8161827121||0.44889212463
A,109|-26.1330513736|7.12285304533|38.2949986152
A,314|9.27984247879|-21.3767439872|49.9391761054
A,497|-18.1983822249|21.4266023754|28.8777951164
A,521|16.2972624673|-1.05520034127|
A,265|27.0708198599|10.1719141756|40.1771517041
A,892|-12.5001266702||12.1659462154
A,754|5.23861518185||14.7877843353
A,559|-44.3944188597|-28.3279563669|-45.8012192206
A,007|-42.3764864878|8.78069742216|
A,869|-26.0308519918|19.3473529872|-5.97735445687
A,969|-29.9006914305||23.0968289476
A,528||-48.2492950655|37.8457223261
A,552|||
A,358|-19.8229121158|-3.36499650227|-27.1474997512
